107,243,5.45,786,3.96,141,3.71,134,3.67,641,3.64
12,7443,3.39,585,2.98,786,2.97,243,2.80,9331,2.71
98,2024,4.61,1900,4.41,9331,3.64,786,3.60,9741,3.40
